"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","poutcome","duration","campaign","pdays","previous","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y","prediction"
"14360",32,"management","married","professional.course","unknown","no","no","cellular","jul","mon","nonexistent",565,4,999,0,1.4,93.918,-42.7,4.962,5228.1,0,-2.64929853006355
"14364",35,"admin.","divorced","high.school","no","yes","yes","cellular","jul","mon","nonexistent",615,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0,-2.02062712045414
"14365",38,"services","single","basic.9y","no","yes","no","cellular","jul","mon","nonexistent",149,4,999,0,1.4,93.918,-42.7,4.962,5228.1,0,-4.30389548795142
"14380",44,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","mon","nonexistent",46,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0,-4.88324232291796
"14382",27,"admin.","single","high.school","no","yes","yes","telephone","jul","mon","nonexistent",198,5,999,0,1.4,93.918,-42.7,4.962,5228.1,0,-4.64670345149101
"14383",26,"technician","single","high.school","no","yes","yes","cellular","jul","mon","nonexistent",894,7,999,0,1.4,93.918,-42.7,4.962,5228.1,1,-0.826062142245426
"14385",27,"services","married","high.school","no","yes","no","cellular","jul","mon","nonexistent",250,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0,-3.75727336183515
"14396",44,"blue-collar","married","basic.4y","unknown","no","no","cellular","jul","mon","nonexistent",358,6,999,0,1.4,93.918,-42.7,4.962,5228.1,0,-3.92307729328893
"14400",34,"blue-collar","married","basic.4y","no","no","no","telephone","jul","mon","nonexistent",252,4,999,0,1.4,93.918,-42.7,4.962,5228.1,0,-4.59054461925032
"14402",38,"blue-collar","single","basic.9y","unknown","yes","no","cellular","jul","mon","nonexistent",72,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0,-5.09059840078358
"14411",54,"management","married","university.degree","no","no","no","cellular","jul","mon","nonexistent",798,2,999,0,1.4,93.918,-42.7,4.962,5228.1,1,-0.917135416365475
"14416",38,"technician","single","professional.course","no","yes","no","cellular","jul","tue","nonexistent",170,3,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-3.69230986008945
"14421",53,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","tue","nonexistent",122,4,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-4.3206193628174
"14422",56,"blue-collar","married","basic.4y","unknown","yes","no","cellular","jul","tue","nonexistent",335,2,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-3.58961726772914
"14423",32,"admin.","single","university.degree","no","unknown","unknown","cellular","jul","tue","nonexistent",136,3,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-3.8463176600291
"14426",35,"blue-collar","single","basic.9y","unknown","yes","no","cellular","jul","tue","nonexistent",71,2,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-4.81978458645197
"14432",32,"blue-collar","married","basic.6y","no","no","no","telephone","jul","tue","nonexistent",285,3,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-4.07396246310965
"14435",30,"admin.","single","university.degree","no","yes","no","cellular","jul","tue","nonexistent",101,2,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-3.88121653596029
"14436",27,"blue-collar","single","basic.9y","no","no","no","cellular","jul","tue","nonexistent",169,2,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-4.01489970191146
"14440",36,"admin.","married","high.school","no","yes","no","cellular","jul","tue","nonexistent",649,2,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-1.53581516827332
"14443",34,"admin.","single","university.degree","no","yes","no","cellular","jul","tue","nonexistent",439,2,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-2.29930655012028
"14459",29,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","tue","nonexistent",138,4,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-4.2852078836623
"14464",42,"services","married","basic.6y","no","no","no","cellular","jul","tue","nonexistent",92,3,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-4.2422972047123
"14465",31,"admin.","single","university.degree","no","yes","yes","cellular","jul","tue","nonexistent",368,2,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-2.69972787658536
"14470",38,"technician","single","professional.course","no","no","yes","cellular","jul","tue","nonexistent",80,4,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-4.23044071731211
"14472",34,"services","divorced","high.school","no","no","yes","cellular","jul","tue","nonexistent",101,2,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-4.21501115941892
"14473",32,"housemaid","single","university.degree","unknown","yes","no","cellular","jul","tue","nonexistent",71,4,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-4.62940447325938
"14480",54,"retired","married","basic.4y","no","yes","yes","telephone","jul","tue","nonexistent",533,3,999,0,1.4,93.918,-42.7,4.961,5228.1,1,-2.57504611364898
"14486",34,"services","divorced","high.school","no","yes","no","cellular","jul","tue","nonexistent",317,3,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-3.17626868144764
"14492",37,"management","single","university.degree","no","yes","no","cellular","jul","tue","nonexistent",188,3,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-3.5304563712766
"14495",32,"blue-collar","married","basic.9y","unknown","no","no","telephone","jul","tue","nonexistent",89,5,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-5.55027724380351
"14503",46,"technician","divorced","professional.course","no","no","no","cellular","jul","tue","nonexistent",121,4,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-3.99456455469301
"14514",57,"blue-collar","divorced","basic.6y","unknown","yes","no","cellular","jul","tue","nonexistent",256,5,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-3.98025936356048
"14515",45,"admin.","married","university.degree","no","yes","no","cellular","jul","tue","nonexistent",132,3,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-3.80872254331426
"14525",32,"blue-collar","single","basic.9y","no","yes","no","cellular","jul","tue","nonexistent",56,4,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-4.60936606581301
"14529",39,"blue-collar","married","unknown","unknown","yes","yes","cellular","jul","tue","nonexistent",156,4,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-4.42935985063754
"14530",43,"services","single","high.school","no","no","no","cellular","jul","tue","nonexistent",1317,4,999,0,1.4,93.918,-42.7,4.961,5228.1,1,1.47814272383307
"14532",48,"unemployed","married","university.degree","no","yes","yes","cellular","jul","tue","nonexistent",200,3,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-3.51838326449969
"14537",37,"admin.","single","university.degree","unknown","no","yes","cellular","jul","tue","nonexistent",133,4,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-4.25451481073465
"14549",30,"blue-collar","single","basic.6y","no","yes","no","telephone","jul","tue","nonexistent",135,5,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-4.79916454673956
"14551",46,"technician","divorced","professional.course","no","yes","no","cellular","jul","tue","nonexistent",387,5,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-2.78737963187471
"14552",45,"retired","divorced","university.degree","no","yes","no","cellular","jul","tue","nonexistent",372,4,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-2.43246986971404
"14555",33,"housemaid","married","basic.9y","no","no","no","cellular","jul","tue","nonexistent",860,4,999,0,1.4,93.918,-42.7,4.961,5228.1,1,-0.91134530711345
"14564",59,"blue-collar","married","basic.4y","unknown","yes","no","cellular","jul","tue","nonexistent",85,5,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-4.87993781712835
"14566",31,"blue-collar","married","basic.9y","no","no","no","telephone","jul","tue","nonexistent",280,6,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-4.33311994207706
"14572",34,"admin.","single","university.degree","no","no","no","cellular","jul","tue","nonexistent",98,2,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-3.89938930855199
"14581",56,"management","married","university.degree","no","yes","no","cellular","jul","tue","nonexistent",90,1,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-3.92269890785981
"14589",50,"technician","single","university.degree","no","yes","no","cellular","jul","tue","nonexistent",89,2,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-3.85520517035197
"14593",32,"services","single","unknown","unknown","no","no","cellular","jul","tue","nonexistent",981,1,999,0,1.4,93.918,-42.7,4.961,5228.1,1,-0.259270226043142
"14598",50,"admin.","married","professional.course","no","no","no","cellular","jul","tue","nonexistent",1001,3,999,0,1.4,93.918,-42.7,4.961,5228.1,1,0.087312569527441
"14602",32,"technician","single","professional.course","no","no","yes","cellular","jul","tue","nonexistent",129,1,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-3.8818556180584
"14606",37,"services","married","high.school","no","yes","no","cellular","jul","tue","nonexistent",331,2,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-3.08305286270128
"14608",38,"admin.","single","high.school","no","no","yes","telephone","jul","tue","nonexistent",91,2,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-4.77115556591362
"14612",34,"management","divorced","university.degree","no","yes","no","cellular","jul","tue","nonexistent",580,5,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-1.82781898822726
"14616",23,"technician","single","university.degree","no","yes","yes","cellular","jul","tue","nonexistent",603,11,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-1.95814093232222
"14619",39,"admin.","divorced","high.school","no","yes","no","cellular","jul","tue","nonexistent",514,5,999,0,1.4,93.918,-42.7,4.961,5228.1,1,-2.26986996051646
"14629",50,"admin.","married","professional.course","no","no","no","cellular","jul","tue","nonexistent",306,14,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-3.62864714411562
"14631",41,"entrepreneur","married","basic.6y","no","no","no","telephone","jul","tue","nonexistent",275,2,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-4.02294106722054
"14634",34,"technician","divorced","basic.6y","no","yes","no","cellular","jul","tue","nonexistent",716,3,999,0,1.4,93.918,-42.7,4.961,5228.1,1,-1.19996148876403
"14637",28,"admin.","single","university.degree","no","no","no","cellular","jul","tue","nonexistent",35,3,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-4.24614710649327
"14648",30,"blue-collar","married","high.school","no","yes","no","cellular","jul","tue","nonexistent",144,4,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-4.15198015298488
"14650",27,"technician","single","professional.course","no","yes","no","cellular","jul","tue","nonexistent",179,3,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-3.66831143883432
"14659",25,"entrepreneur","single","university.degree","no","no","no","cellular","jul","tue","nonexistent",272,7,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-3.44607953855514
"14666",44,"blue-collar","married","basic.4y","no","no","no","cellular","jul","tue","nonexistent",115,2,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-4.27342444932025
"14667",43,"management","married","university.degree","no","yes","no","cellular","jul","tue","nonexistent",347,4,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-2.87605376372635
"14670",57,"management","married","basic.9y","no","no","no","cellular","jul","tue","nonexistent",374,5,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-3.05046342051186
"14672",34,"technician","divorced","professional.course","no","no","no","cellular","jul","tue","nonexistent",323,3,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-3.02931435723725
"14674",50,"management","married","university.degree","no","yes","no","cellular","jul","tue","nonexistent",98,2,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-3.93853309083637
"14679",25,"blue-collar","married","high.school","unknown","no","no","cellular","jul","tue","nonexistent",169,4,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-4.42622250012495
"14682",24,"blue-collar","married","basic.9y","no","no","no","cellular","jul","tue","nonexistent",107,3,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-4.40524117836806
"14685",32,"technician","single","professional.course","no","no","no","cellular","jul","tue","nonexistent",769,4,999,0,1.4,93.918,-42.7,4.961,5228.1,1,-0.964271743087878
"14690",28,"technician","single","high.school","no","yes","no","telephone","jul","tue","nonexistent",166,6,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-4.48660278533855
"14694",58,"retired","married","basic.4y","unknown","no","no","cellular","jul","tue","nonexistent",520,3,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-2.33146972367136
"14695",27,"admin.","single","university.degree","no","yes","no","cellular","jul","tue","nonexistent",490,5,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-2.20301526483011
"14707",39,"blue-collar","married","basic.6y","unknown","yes","no","cellular","jul","tue","nonexistent",59,5,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-4.94809073397953
"14708",48,"unemployed","married","university.degree","no","yes","no","cellular","jul","tue","nonexistent",812,3,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-0.601312566999766
"14711",25,"admin.","single","high.school","no","yes","no","cellular","jul","tue","nonexistent",84,5,999,0,1.4,93.918,-42.7,4.961,5228.1,0,-4.26402302119227
"14712",57,"blue-collar","divorced","basic.6y","unknown","no","no","cellular","jul","tue","nonexistent",632,6,999,0,1.4,93.918,-42.7,4.961,5228.1,1,-2.28181033715428
"14729",56,"admin.","married","high.school","unknown","yes","no","cellular","jul","wed","nonexistent",298,2,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.43700560211665
"14737",29,"student","married","university.degree","no","yes","no","cellular","jul","wed","nonexistent",81,7,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.8634955839267
"14738",33,"blue-collar","divorced","basic.9y","unknown","yes","yes","cellular","jul","wed","nonexistent",464,3,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.05808930533573
"14743",34,"admin.","married","high.school","no","yes","no","cellular","jul","wed","nonexistent",95,4,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-4.13383945488713
"14744",26,"technician","single","professional.course","no","no","no","cellular","jul","wed","nonexistent",161,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.60385837214773
"14757",34,"admin.","single","university.degree","no","yes","no","cellular","jul","wed","nonexistent",46,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-4.01367110157637
"14762",28,"blue-collar","single","basic.6y","unknown","yes","no","cellular","jul","wed","nonexistent",70,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-4.61427110824204
"14771",48,"blue-collar","married","basic.6y","no","yes","no","cellular","jul","wed","nonexistent",79,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-4.22093867119668
"14774",31,"self-employed","married","basic.9y","no","no","no","cellular","jul","wed","nonexistent",56,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-4.42232041663528
"14778",52,"management","married","university.degree","unknown","no","no","cellular","jul","wed","nonexistent",272,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.3895118654908
"14786",29,"technician","divorced","high.school","no","no","no","cellular","jul","wed","nonexistent",191,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.50570856360739
"14787",45,"management","married","university.degree","unknown","no","no","cellular","jul","wed","nonexistent",225,2,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.66332711335753
"14788",39,"technician","married","high.school","unknown","no","no","cellular","jul","wed","nonexistent",781,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,-1.13161338503281
"14789",45,"unknown","unknown","unknown","no","yes","yes","cellular","jul","wed","nonexistent",496,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,-2.63824828265906
"14790",45,"unknown","unknown","unknown","no","yes","no","cellular","jul","wed","nonexistent",586,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,-2.15416528954749
"14792",55,"management","married","basic.9y","no","yes","no","cellular","jul","wed","nonexistent",49,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-4.31044147881861
"14797",45,"management","married","high.school","unknown","no","no","cellular","jul","wed","nonexistent",94,3,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-4.48265553905242
"14803",35,"admin.","single","university.degree","no","no","yes","telephone","jul","wed","nonexistent",98,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-4.46063666538084
"14804",49,"retired","married","high.school","no","yes","no","cellular","jul","wed","nonexistent",555,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,-1.5546530511175
"14805",37,"technician","married","high.school","no","yes","no","cellular","jul","wed","nonexistent",130,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.78651442460964
"14810",26,"technician","single","professional.course","no","no","no","cellular","jul","wed","nonexistent",83,2,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-4.01073889571737
"14812",23,"blue-collar","single","high.school","no","no","no","cellular","jul","wed","nonexistent",251,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.4182352339897
"14816",23,"blue-collar","single","high.school","no","no","no","cellular","jul","wed","nonexistent",435,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,-2.56063037267271
"14819",52,"blue-collar","married","basic.4y","unknown","yes","no","cellular","jul","wed","nonexistent",294,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.6698735750866
"14829",29,"admin.","single","university.degree","no","no","no","cellular","jul","wed","nonexistent",873,2,999,0,1.4,93.918,-42.7,4.957,5228.1,1,-0.221316914207286
"14836",44,"blue-collar","married","basic.4y","no","yes","no","cellular","jul","wed","nonexistent",214,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.6839109485465
"14855",50,"retired","married","basic.4y","no","unknown","unknown","cellular","jul","wed","nonexistent",236,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.2130798614679
"14858",47,"technician","divorced","professional.course","no","yes","no","cellular","jul","wed","nonexistent",226,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.28879261890049
"14859",55,"housemaid","married","university.degree","no","yes","no","cellular","jul","wed","nonexistent",705,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-1.11408784402375
"14862",23,"blue-collar","single","high.school","no","yes","no","cellular","jul","wed","nonexistent",231,2,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.54406656300103
"14867",21,"admin.","single","high.school","no","yes","no","cellular","jul","wed","nonexistent",111,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.89734649142017
"14871",21,"admin.","single","high.school","no","yes","no","cellular","jul","wed","nonexistent",680,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-1.24529667571716
"14878",25,"services","married","basic.9y","no","no","no","cellular","jul","wed","nonexistent",128,2,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-4.08910703841756
"14883",25,"services","divorced","high.school","no","yes","no","cellular","jul","wed","nonexistent",158,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.77133900683817
"14885",33,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","wed","nonexistent",1019,11,999,0,1.4,93.918,-42.7,4.957,5228.1,1,-0.401708900583124
"14890",29,"self-employed","married","basic.9y","unknown","yes","no","telephone","jul","wed","nonexistent",188,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-4.78716144036139
"14891",25,"services","married","high.school","unknown","no","no","cellular","jul","wed","nonexistent",59,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-4.63563624654234
"14897",40,"services","married","high.school","no","yes","no","cellular","jul","wed","nonexistent",254,2,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.36300956239578
"14898",43,"blue-collar","single","basic.6y","no","yes","no","cellular","jul","wed","nonexistent",199,2,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.65998078653713
"14905",29,"blue-collar","married","professional.course","no","no","no","cellular","jul","wed","nonexistent",378,2,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-2.8992860826183
"14908",28,"services","married","high.school","no","no","no","cellular","jul","wed","nonexistent",240,2,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.45856076190146
"14909",45,"unemployed","married","basic.6y","unknown","no","no","cellular","jul","wed","nonexistent",91,3,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-4.44010449451509
"14913",55,"housemaid","married","basic.4y","no","no","no","cellular","jul","wed","nonexistent",141,7,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-4.26402200080233
"14917",34,"blue-collar","married","basic.4y","unknown","no","no","cellular","jul","wed","nonexistent",285,5,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.92523355564621
"14919",47,"blue-collar","single","basic.9y","unknown","yes","no","cellular","jul","wed","nonexistent",89,2,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-4.64227009630236
"14924",36,"management","single","university.degree","no","no","no","cellular","jul","wed","nonexistent",101,7,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-4.04758894782604
"14928",58,"admin.","divorced","basic.9y","no","no","no","telephone","jul","wed","nonexistent",231,5,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-4.21385481751992
"14930",49,"blue-collar","divorced","unknown","unknown","no","no","cellular","jul","wed","nonexistent",255,2,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.71676723778643
"14936",29,"admin.","single","university.degree","no","no","no","cellular","jul","wed","nonexistent",164,6,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.69921471469699
"14944",33,"management","married","basic.6y","no","no","no","cellular","jul","wed","nonexistent",169,5,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.86684371680082
"14948",29,"technician","single","university.degree","no","no","no","cellular","jul","wed","nonexistent",159,6,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.67321279103374
"14950",41,"blue-collar","single","basic.6y","no","yes","no","cellular","jul","wed","nonexistent",1056,2,999,0,1.4,93.918,-42.7,4.957,5228.1,0,0.331143501582027
"14958",24,"management","married","basic.9y","no","no","no","telephone","jul","wed","nonexistent",127,11,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-5.05714490179736
"14970",29,"admin.","married","university.degree","no","no","no","cellular","jul","wed","nonexistent",268,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.05096828025547
"14975",49,"blue-collar","divorced","basic.6y","unknown","yes","no","cellular","jul","thu","nonexistent",128,3,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-4.5282000368894
"14983",32,"admin.","single","high.school","no","yes","no","telephone","jul","thu","nonexistent",209,2,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-4.1805939470314
"14984",36,"admin.","divorced","university.degree","no","yes","no","cellular","jul","thu","nonexistent",59,3,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-4.16834427771839
"14986",28,"self-employed","single","high.school","no","no","no","cellular","jul","thu","nonexistent",63,6,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-4.55346209387754
"14987",25,"admin.","married","high.school","no","no","no","cellular","jul","thu","nonexistent",298,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-3.18207886753807
"14997",37,"blue-collar","married","basic.9y","unknown","yes","no","cellular","jul","thu","nonexistent",117,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-4.63688206968077
"14999",26,"technician","single","university.degree","no","yes","no","cellular","jul","thu","nonexistent",261,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-3.07431625583685
"15004",36,"blue-collar","married","basic.9y","unknown","yes","no","telephone","jul","thu","nonexistent",264,3,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-4.65566777784086
"15006",44,"technician","single","professional.course","no","yes","no","cellular","jul","thu","nonexistent",90,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-3.99368252642817
"15010",32,"blue-collar","married","basic.6y","unknown","yes","no","cellular","jul","thu","nonexistent",317,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-3.60863249783078
"15014",42,"services","married","high.school","no","yes","yes","cellular","jul","thu","nonexistent",302,2,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-3.29961524731381
"15020",26,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","thu","nonexistent",106,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-4.33421297722326
"15022",54,"blue-collar","married","basic.9y","unknown","yes","no","cellular","jul","thu","nonexistent",102,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-4.67905515269548
"15023",25,"blue-collar","married","basic.4y","no","no","yes","cellular","jul","thu","nonexistent",521,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-2.45832930018044
"15026",55,"housemaid","divorced","unknown","unknown","yes","no","cellular","jul","thu","nonexistent",80,5,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-4.728012153265
"15027",26,"technician","divorced","unknown","unknown","no","no","cellular","jul","thu","nonexistent",187,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-3.91163158008716
"15030",49,"self-employed","married","university.degree","no","no","no","cellular","jul","thu","nonexistent",114,2,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-3.99588586893707
"15031",40,"services","married","basic.9y","no","no","no","cellular","jul","thu","nonexistent",228,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-3.65419992696498
"15032",24,"services","single","high.school","no","no","no","cellular","jul","thu","nonexistent",20,3,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-4.57966563577052
"15037",28,"blue-collar","single","basic.9y","no","no","no","cellular","jul","thu","nonexistent",302,2,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-3.41832172523091
"15039",45,"services","married","basic.9y","no","no","no","cellular","jul","thu","nonexistent",50,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-4.47568048390868
"15040",44,"admin.","married","university.degree","no","no","no","cellular","jul","thu","nonexistent",72,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-4.0390170171937
"15043",32,"admin.","married","university.degree","no","no","no","cellular","jul","thu","nonexistent",45,2,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-4.22777327381282
"15044",45,"admin.","single","university.degree","no","yes","no","cellular","jul","thu","nonexistent",544,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-1.77358516740297
"15054",31,"student","single","university.degree","no","yes","no","cellular","jul","thu","nonexistent",324,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-2.51350044544496
"15059",49,"technician","divorced","high.school","no","yes","no","cellular","jul","thu","nonexistent",1171,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0,1.00633253417108
"15065",49,"self-employed","married","basic.9y","unknown","yes","no","cellular","jul","thu","nonexistent",82,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-4.73192625124089
"15066",31,"self-employed","divorced","university.degree","no","unknown","unknown","cellular","jul","thu","nonexistent",262,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-3.34930024084549
"15067",49,"admin.","single","university.degree","no","yes","no","telephone","jul","thu","nonexistent",344,10,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-3.70485731099164
"15068",27,"blue-collar","single","basic.9y","no","yes","no","cellular","jul","thu","nonexistent",818,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-0.960883318336144
"15073",27,"admin.","single","high.school","unknown","yes","no","cellular","jul","thu","nonexistent",87,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-4.47029578100656
"15078",30,"blue-collar","married","basic.9y","unknown","yes","no","cellular","jul","thu","nonexistent",67,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-4.88134936879673
"15086",33,"management","single","basic.9y","no","yes","no","cellular","jul","thu","nonexistent",509,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-2.24817858835486
"15090",27,"unemployed","single","university.degree","no","yes","no","cellular","jul","thu","nonexistent",143,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-3.63887125086076
"15091",34,"technician","single","professional.course","no","no","no","cellular","jul","thu","nonexistent",28,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-4.30969316184967
"15092",50,"blue-collar","married","unknown","unknown","yes","no","cellular","jul","thu","nonexistent",224,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-3.92482799154267
