,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,socioprediction,exp(u),1+exp(u),p,totp
19368,1.4,93.444,-36.1,4.967,5228.1,0,-3.404076884,0.033237488,1.033237488,3%,0
19372,1.4,93.444,-36.1,4.967,5228.1,0,-3.404076884,0.033237488,1.033237488,3%,0
19375,1.4,93.444,-36.1,4.967,5228.1,0,-3.404076884,0.033237488,1.033237488,3%,0
19377,1.4,93.444,-36.1,4.967,5228.1,0,-3.404076884,0.033237488,1.033237488,3%,0
19379,1.4,93.444,-36.1,4.967,5228.1,1,-3.404076884,0.033237488,1.033237488,3%,0
19384,1.4,93.444,-36.1,4.967,5228.1,0,-3.404076884,0.033237488,1.033237488,3%,0
19386,1.4,93.444,-36.1,4.967,5228.1,0,-3.404076884,0.033237488,1.033237488,3%,0
19387,1.4,93.444,-36.1,4.967,5228.1,0,-3.404076884,0.033237488,1.033237488,3%,0
19393,1.4,93.444,-36.1,4.967,5228.1,0,-3.404076884,0.033237488,1.033237488,3%,0
19400,1.4,93.444,-36.1,4.967,5228.1,0,-3.404076884,0.033237488,1.033237488,3%,0
19402,1.4,93.444,-36.1,4.967,5228.1,0,-3.404076884,0.033237488,1.033237488,3%,0
19410,1.4,93.444,-36.1,4.967,5228.1,0,-3.404076884,0.033237488,1.033237488,3%,0
19412,1.4,93.444,-36.1,4.967,5228.1,0,-3.404076884,0.033237488,1.033237488,3%,0
19414,1.4,93.444,-36.1,4.967,5228.1,0,-3.404076884,0.033237488,1.033237488,3%,0
19418,1.4,93.444,-36.1,4.967,5228.1,0,-3.404076884,0.033237488,1.033237488,3%,0
19429,1.4,93.444,-36.1,4.967,5228.1,0,-3.404076884,0.033237488,1.033237488,3%,0
19430,1.4,93.444,-36.1,4.967,5228.1,0,-3.404076884,0.033237488,1.033237488,3%,0
19431,1.4,93.444,-36.1,4.967,5228.1,0,-3.404076884,0.033237488,1.033237488,3%,0
19436,1.4,93.444,-36.1,4.967,5228.1,0,-3.404076884,0.033237488,1.033237488,3%,0
19441,1.4,93.444,-36.1,4.967,5228.1,1,-3.404076884,0.033237488,1.033237488,3%,0
19447,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19451,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19454,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19462,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19466,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19468,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19471,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19472,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19473,1.4,93.444,-36.1,4.968,5228.1,1,-3.403997238,0.033240135,1.033240135,3%,0
19476,1.4,93.444,-36.1,4.968,5228.1,1,-3.403997238,0.033240135,1.033240135,3%,0
19477,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19478,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19479,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19481,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19483,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19493,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19495,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19497,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19499,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19523,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19533,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19534,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19535,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19540,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19547,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19551,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19556,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19567,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19573,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19577,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19578,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19580,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19597,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19600,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19601,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19606,1.4,93.444,-36.1,4.968,5228.1,1,-3.403997238,0.033240135,1.033240135,3%,0
19607,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19608,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19609,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19614,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19620,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19621,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19625,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19631,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19635,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19637,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19638,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19643,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19644,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19650,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19657,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19661,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19664,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19667,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19677,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19679,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19688,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19690,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19695,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19697,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19700,1.4,93.444,-36.1,4.968,5228.1,1,-3.403997238,0.033240135,1.033240135,3%,0
19703,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19711,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19728,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19729,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19730,1.4,93.444,-36.1,4.968,5228.1,0,-3.403997238,0.033240135,1.033240135,3%,0
19739,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19741,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19750,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19753,1.4,93.444,-36.1,4.966,5228.1,1,-3.404156529,0.033234841,1.033234841,3%,0
19760,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19773,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19774,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19776,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19785,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19788,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19789,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19790,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19791,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19792,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19793,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19795,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19799,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19801,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19803,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19804,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19805,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19818,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19819,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19822,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19823,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19827,1.4,93.444,-36.1,4.966,5228.1,1,-3.404156529,0.033234841,1.033234841,3%,0
19830,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19831,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19832,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19849,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19852,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19856,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19857,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19858,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19859,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19862,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19864,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19874,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19875,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19881,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19883,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19886,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19892,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19895,1.4,93.444,-36.1,4.966,5228.1,1,-3.404156529,0.033234841,1.033234841,3%,0
19898,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19900,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19903,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19904,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19915,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19923,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19934,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19956,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19957,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19961,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19962,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19964,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19969,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19973,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19974,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19975,1.4,93.444,-36.1,4.966,5228.1,1,-3.404156529,0.033234841,1.033234841,3%,0
19989,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19995,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
19998,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
20001,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
20002,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
20006,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
20014,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
20015,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
20016,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
20027,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
20031,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20032,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20039,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20042,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20044,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20046,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20053,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20056,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20062,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20063,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20066,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20080,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20090,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20093,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20096,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20101,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20102,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20103,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20104,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20108,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20109,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20111,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20112,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20115,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20116,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20117,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20122,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20128,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20130,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20131,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20138,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20140,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20148,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20151,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20154,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20156,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20158,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20165,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20175,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20176,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20178,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20182,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20187,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20194,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20195,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20196,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20199,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20201,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20202,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20203,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20205,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20206,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20209,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20212,1.4,93.444,-36.1,4.965,5228.1,1,-3.404236174,0.033232194,1.033232194,3%,0
20213,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20218,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20219,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20221,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20230,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20233,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20234,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20235,1.4,93.444,-36.1,4.965,5228.1,1,-3.404236174,0.033232194,1.033232194,3%,0
20237,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20240,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20242,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20257,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20258,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20265,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20267,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20270,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20275,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20276,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20277,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20279,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20280,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20285,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20289,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20290,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20307,1.4,93.444,-36.1,4.965,5228.1,1,-3.404236174,0.033232194,1.033232194,3%,0
20312,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20314,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20316,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20317,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20320,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20325,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20326,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20327,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20328,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20331,1.4,93.444,-36.1,4.965,5228.1,0,-3.404236174,0.033232194,1.033232194,3%,0
20334,1.4,93.444,-36.1,4.965,5228.1,1,-3.404236174,0.033232194,1.033232194,3%,0
20336,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
20344,1.4,93.444,-36.1,4.966,5228.1,1,-3.404156529,0.033234841,1.033234841,3%,0
20349,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
20350,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
20351,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
20354,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
20359,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
20368,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
20375,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
20378,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
20384,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
20393,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
20395,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
20396,1.4,93.444,-36.1,4.966,5228.1,1,-3.404156529,0.033234841,1.033234841,3%,0
20402,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
20404,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
20406,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
20409,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
20411,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
20420,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
20424,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
20425,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
20426,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
20427,1.4,93.444,-36.1,4.966,5228.1,1,-3.404156529,0.033234841,1.033234841,3%,0
20433,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
20435,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
20440,1.4,93.444,-36.1,4.966,5228.1,0,-3.404156529,0.033234841,1.033234841,3%,0
