"","contact","month","day_of_week","poutcome","duration","campaign","pdays","previous","y","mprediction"
"21933","cellular","aug","wed","nonexistent",889,2,999,0,0,0.204554667466246
"21938","cellular","aug","wed","nonexistent",97,2,999,0,0,-3.10738512757202
"21941","cellular","aug","wed","nonexistent",352,2,999,0,0,-2.04104087538167
"21942","cellular","aug","wed","nonexistent",171,3,999,0,0,-2.87539638544551
"21944","cellular","aug","wed","nonexistent",212,2,999,0,0,-2.626484778545
"21947","cellular","aug","wed","nonexistent",112,6,999,0,0,-3.35449970755809
"21950","cellular","aug","wed","nonexistent",599,2,999,0,0,-1.00815056051494
"21952","cellular","aug","wed","nonexistent",75,6,999,0,0,-3.50922416767983
"21954","cellular","aug","wed","nonexistent",56,1,999,0,0,-3.2013763782386
"21955","cellular","aug","wed","nonexistent",513,2,999,0,0,-1.36778038674384
"21958","cellular","aug","wed","nonexistent",184,3,999,0,0,-2.82103373729463
"21959","cellular","aug","wed","nonexistent",62,2,999,0,0,-3.25374610336285
"21964","cellular","aug","wed","nonexistent",259,2,999,0,0,-2.42994289676874
"21968","cellular","aug","wed","nonexistent",414,1,999,0,0,-1.70431268300666
"21974","cellular","aug","wed","nonexistent",447,2,999,0,0,-1.6437753696637
"21978","cellular","aug","wed","nonexistent",173,2,999,0,0,-2.78957272299764
"21983","cellular","aug","wed","nonexistent",174,1,999,0,0,-2.70793080271523
"21986","cellular","aug","wed","nonexistent",132,1,999,0,0,-2.88356397366422
"21987","cellular","aug","wed","nonexistent",70,2,999,0,0,-3.22029216603923
"21988","cellular","aug","wed","nonexistent",293,1,999,0,0,-2.21030348502639
"21989","cellular","aug","wed","nonexistent",102,1,999,0,0,-3.00901623862779
"21993","cellular","aug","wed","nonexistent",174,1,999,0,0,-2.70793080271523
"21999","cellular","aug","wed","nonexistent",921,3,999,0,1,0.260910238643758
"22008","cellular","aug","wed","nonexistent",280,1,999,0,0,-2.26466613317728
"22009","cellular","aug","wed","nonexistent",243,5,999,0,0,-2.72923130576687
"22011","cellular","aug","wed","nonexistent",430,3,999,0,0,-1.79232516459335
"22015","cellular","aug","wed","nonexistent",627,2,999,0,1,-0.891061779882272
"22019","cellular","aug","wed","nonexistent",395,6,999,0,0,-2.17106667473507
"22025","cellular","aug","wed","nonexistent",291,1,999,0,0,-2.2186669693573
"22028","cellular","aug","wed","nonexistent",975,2,999,0,0,0.564184493695149
"22030","cellular","aug","wed","nonexistent",157,3,999,0,0,-2.93394077576184
"22031","cellular","aug","wed","nonexistent",92,4,999,0,0,-3.28321419463321
"22032","cellular","aug","wed","nonexistent",135,3,999,0,0,-3.02593910340179
"22033","cellular","aug","wed","nonexistent",252,3,999,0,0,-2.53667527004387
"22034","cellular","aug","wed","nonexistent",93,3,999,0,0,-3.20157227435079
"22035","cellular","aug","wed","nonexistent",68,4,999,0,0,-3.38357600660406
"22041","telephone","aug","wed","nonexistent",237,12,999,0,0,-4.48984030549035
"22043","cellular","aug","wed","nonexistent",116,2,999,0,0,-3.02793202642842
"22044","cellular","aug","wed","nonexistent",896,6,999,0,0,-0.0760138498434417
"22054","cellular","aug","wed","nonexistent",273,6,999,0,0,-2.68123921892026
"22058","cellular","aug","wed","nonexistent",50,3,999,0,0,-3.38138718746524
"22062","cellular","aug","wed","nonexistent",345,2,999,0,0,-2.07031307053984
"22064","cellular","aug","wed","nonexistent",341,3,999,0,0,-2.16450021731861
"22065","cellular","aug","wed","nonexistent",78,8,999,0,0,-3.6515992974174
"22066","cellular","aug","wed","nonexistent",210,3,999,0,0,-2.71230844099287
"22069","cellular","aug","wed","nonexistent",208,2,999,0,0,-2.64321174720681
"22071","cellular","aug","wed","nonexistent",66,3,999,0,0,-3.31447931281801
"22073","cellular","aug","wed","nonexistent",173,3,999,0,0,-2.8670329011146
"22075","cellular","aug","wed","nonexistent",160,3,999,0,0,-2.92139554926549
"22082","cellular","aug","wed","nonexistent",181,3,999,0,0,-2.83357896379099
"22086","cellular","aug","wed","nonexistent",678,4,999,0,0,-0.832713285678128
"22094","cellular","aug","wed","nonexistent",96,3,999,0,0,-3.18902704785444
"22098","cellular","aug","wed","nonexistent",1464,2,999,0,0,2.60905641260135
"22099","cellular","aug","wed","nonexistent",111,3,999,0,0,-3.12630091537265
"22101","cellular","aug","thu","nonexistent",220,3,999,0,0,-2.76673895207777
"22102","cellular","aug","thu","nonexistent",111,3,999,0,0,-3.22254884811208
"22115","cellular","aug","thu","nonexistent",189,1,999,0,0,-2.74145260297286
"22116","cellular","aug","thu","nonexistent",147,1,999,0,0,-2.91708577392186
"22119","cellular","aug","thu","nonexistent",151,3,999,0,0,-3.05527916149398
"22122","cellular","aug","thu","nonexistent",246,3,999,0,0,-2.65801365577601
"22124","cellular","aug","thu","nonexistent",971,1,999,0,0,0.528669770410877
"22126","cellular","aug","thu","nonexistent",79,1,999,0,0,-3.20144424117262
"22130","cellular","aug","thu","nonexistent",98,1,999,0,0,-3.12199114002903
"22131","cellular","aug","thu","nonexistent",218,1,999,0,0,-2.62018208017475
"22136","cellular","aug","thu","nonexistent",238,1,999,0,0,-2.5365472368657
"22143","cellular","aug","thu","nonexistent",273,1,999,0,0,-2.39018626107487
"22147","cellular","aug","thu","nonexistent",429,1,999,0,0,-1.7378344832643
"22152","cellular","aug","thu","nonexistent",101,1,999,0,0,-3.10944591353267
"22160","cellular","aug","thu","nonexistent",384,4,999,0,0,-2.15839341506055
"22163","cellular","aug","thu","nonexistent",292,1,999,0,0,-2.31073315993127
"22167","cellular","aug","thu","nonexistent",129,1,999,0,0,-2.99235713290001
"22174","cellular","aug","thu","nonexistent",168,1,999,0,0,-2.82926918844736
"22180","cellular","aug","thu","nonexistent",153,5,999,0,0,-3.201836033397
"22181","cellular","aug","thu","nonexistent",223,6,999,0,0,-2.9865742599323
"22186","cellular","aug","thu","nonexistent",136,1,999,0,0,-2.96308493774184
"22191","cellular","aug","thu","nonexistent",126,2,999,0,0,-3.08236253751333
"22196","cellular","aug","thu","nonexistent",588,1,999,0,0,-1.07293747895738
"22203","cellular","aug","thu","nonexistent",265,1,999,0,0,-2.42364019839849
"22207","cellular","aug","thu","nonexistent",243,1,999,0,0,-2.51563852603844
"22208","cellular","aug","thu","nonexistent",321,1,999,0,0,-2.18946263713315
"22210","cellular","aug","thu","nonexistent",183,1,999,0,0,-2.76654305596558
"22211","cellular","aug","thu","nonexistent",299,2,999,0,0,-2.35892114289007
"22212","cellular","aug","thu","nonexistent",179,1,999,0,0,-2.78327002462739
"22225","cellular","aug","thu","nonexistent",104,1,999,0,0,-3.09690068703631
"22235","cellular","aug","thu","nonexistent",1505,3,999,0,1,2.60679973052851
"22238","cellular","aug","thu","nonexistent",230,1,999,0,0,-2.57000117418932
"22239","cellular","aug","thu","nonexistent",86,2,999,0,0,-3.24963222413142
"22240","cellular","aug","thu","nonexistent",140,3,999,0,0,-3.10127832531396
"22241","cellular","aug","thu","nonexistent",212,2,999,0,0,-2.72273271128442
"22242","cellular","aug","thu","nonexistent",168,2,999,0,0,-2.90672936656433
"22246","cellular","aug","thu","nonexistent",241,2,999,0,0,-2.60146218848631
"22247","cellular","aug","thu","nonexistent",238,2,999,0,0,-2.61400741498266
"22251","cellular","aug","thu","nonexistent",122,3,999,0,0,-3.1765496842921
"22253","cellular","aug","thu","nonexistent",119,2,999,0,0,-3.11163473267149
"22255","cellular","aug","thu","nonexistent",419,3,999,0,0,-1.93457226115275
"22256","cellular","aug","thu","nonexistent",575,2,999,0,0,-1.20476030522522
"22257","cellular","aug","thu","nonexistent",238,2,999,0,0,-2.61400741498266
"22260","cellular","aug","thu","nonexistent",82,1,999,0,0,-3.18889901467627
"22261","cellular","aug","thu","nonexistent",175,1,999,0,0,-2.7999969932892
"22271","cellular","aug","thu","nonexistent",435,1,999,0,0,-1.71274403027159
"22280","cellular","aug","thu","nonexistent",88,3,999,0,0,-3.31872891791748
"22284","cellular","aug","thu","nonexistent",91,15,999,0,0,-4.23570582882468
"22291","cellular","aug","thu","nonexistent",793,5,999,0,1,-0.525521047507496
"22300","cellular","aug","thu","nonexistent",129,2,999,0,0,-3.06981731101697
"22311","cellular","aug","thu","nonexistent",68,1,999,0,0,-3.2474434049926
"22315","cellular","aug","thu","nonexistent",151,3,999,0,0,-3.05527916149398
"22317","cellular","aug","thu","nonexistent",227,3,999,0,0,-2.7374667569196
"22327","cellular","aug","thu","nonexistent",165,3,999,0,0,-2.99673477117765
"22331","cellular","aug","thu","nonexistent",176,3,999,0,0,-2.95073560735767
"22335","cellular","aug","thu","nonexistent",93,7,999,0,0,-3.60766091955807
"22337","cellular","aug","thu","nonexistent",159,2,999,0,0,-2.9443650460534
"22339","cellular","aug","thu","nonexistent",1877,3,999,0,1,4.16240781607678
"22340","cellular","aug","thu","nonexistent",77,6,999,0,0,-3.59710861608835
"22341","cellular","aug","thu","nonexistent",310,3,999,0,0,-2.39038215718706
"22348","cellular","aug","thu","nonexistent",314,3,999,0,0,-2.37365518852525
"22349","cellular","aug","thu","nonexistent",189,3,999,0,0,-2.89637295920679
"22356","cellular","aug","thu","nonexistent",1117,1,999,0,1,1.13920412656692
"22359","cellular","aug","thu","nonexistent",300,1,999,0,0,-2.27727922260765
"22362","cellular","aug","thu","nonexistent",162,1,999,0,0,-2.85435964144008
"22371","telephone","aug","thu","nonexistent",331,14,999,0,0,-4.34792483091118
"22373","cellular","aug","thu","nonexistent",269,1,999,0,0,-2.40691322973668
"22374","cellular","aug","thu","nonexistent",159,1,999,0,0,-2.86690486793644
"22377","cellular","aug","fri","nonexistent",351,3,999,0,0,-2.1884111067897
"22386","cellular","aug","fri","nonexistent",169,4,999,0,0,-3.02694835901899
"22387","cellular","aug","fri","nonexistent",118,5,999,0,0,-3.31767738757402
"22390","cellular","aug","fri","nonexistent",136,6,999,0,0,-3.31986620671285
"22394","cellular","aug","fri","nonexistent",76,4,999,0,0,-3.41585038040606
"22399","cellular","aug","fri","nonexistent",41,1,999,0,0,-3.329830821846
"22405","cellular","aug","fri","nonexistent",57,4,999,0,0,-3.49530348154965
"22408","cellular","aug","fri","nonexistent",491,1,999,0,0,-1.44804684739244
"22409","cellular","aug","fri","nonexistent",111,1,999,0,0,-3.03710887026434
"22416","cellular","aug","fri","nonexistent",67,1,999,0,0,-3.22110552554424
"22417","cellular","aug","fri","nonexistent",644,8,999,0,0,-1.35046154289698
"22418","cellular","aug","fri","nonexistent",57,1,999,0,0,-3.26292294719876
"22423","cellular","aug","fri","nonexistent",136,1,999,0,0,-2.93256531612803
"22430","cellular","aug","fri","nonexistent",119,4,999,0,0,-3.23603546729161
"22431","cellular","aug","fri","nonexistent",134,1,999,0,0,-2.94092880045893
"22433","cellular","aug","fri","nonexistent",739,1,999,0,1,-0.410974790360257
"22434","cellular","aug","fri","nonexistent",65,1,999,0,0,-3.22946900987515
"22436","cellular","aug","fri","nonexistent",314,2,999,0,0,-2.26567538879447
"22439","cellular","aug","fri","nonexistent",227,1,999,0,0,-2.55202677907186
"22444","cellular","aug","fri","nonexistent",77,1,999,0,0,-3.17928810388972
"22446","cellular","aug","fri","nonexistent",296,1,999,0,0,-2.26348656965565
"22448","cellular","aug","fri","nonexistent",90,1,999,0,0,-3.12492545573884
"22451","cellular","aug","fri","nonexistent",54,1,999,0,0,-3.27546817369512
"22452","cellular","aug","fri","nonexistent",254,1,999,0,0,-2.43911974060465
"22453","cellular","aug","fri","nonexistent",520,1,999,0,1,-1.32677632459432
"22459","cellular","aug","fri","nonexistent",215,1,999,0,0,-2.60220768505729
"22463","cellular","aug","fri","nonexistent",705,2,999,0,0,-0.630614202102601
"22472","cellular","aug","fri","nonexistent",139,1,999,0,0,-2.92002008963167
"22480","cellular","aug","fri","nonexistent",1258,1,999,0,1,1.75934939350951
"22491","cellular","aug","fri","nonexistent",119,1,999,0,0,-3.00365493294072
"22498","cellular","aug","fri","nonexistent",1329,1,999,0,1,2.05625308725663
"22502","cellular","aug","fri","nonexistent",55,3,999,0,0,-3.4262067877636
"22503","cellular","aug","fri","nonexistent",268,1,999,0,0,-2.38057535028832
"22504","cellular","aug","fri","nonexistent",63,4,999,0,0,-3.47021302855694
"22506","cellular","aug","fri","nonexistent",72,1,999,0,0,-3.20019681471698
"22507","cellular","aug","fri","nonexistent",73,1,999,0,0,-3.19601507255153
"22508","cellular","aug","fri","nonexistent",160,1,999,0,0,-2.83220350415717
"22511","cellular","aug","fri","nonexistent",101,1,999,0,0,-3.07892629191886
"22517","cellular","aug","fri","nonexistent",78,1,999,0,0,-3.17510636172426
"22521","cellular","aug","fri","nonexistent",46,4,999,0,0,-3.54130264536963
"22525","cellular","aug","fri","nonexistent",171,11,999,0,0,-3.56080612150683
"22526","cellular","aug","fri","nonexistent",168,1,999,0,0,-2.79874956683355
"22528","cellular","aug","fri","nonexistent",220,1,999,0,0,-2.58129897423003
"22531","cellular","aug","fri","nonexistent",58,1,999,0,0,-3.25874120503331
"22533","cellular","aug","fri","nonexistent",80,1,999,0,0,-3.16674287739336
"22553","cellular","aug","fri","nonexistent",604,3,999,0,1,-1.13043033893025
"22559","cellular","aug","fri","nonexistent",47,4,999,0,0,-3.53712090320418
"22564","cellular","aug","fri","nonexistent",243,10,999,0,0,-3.1822605074773
"22575","cellular","aug","fri","nonexistent",233,2,999,0,0,-2.60439650419611
"22581","cellular","aug","fri","nonexistent",212,7,999,0,0,-3.07951398025543
"22582","cellular","aug","fri","nonexistent",115,4,999,0,0,-3.25276243595342
"22583","cellular","aug","fri","nonexistent",77,2,999,0,0,-3.25674828200668
"22584","cellular","aug","fri","nonexistent",238,3,999,0,0,-2.66094797148581
"22586","cellular","aug","fri","nonexistent",251,2,999,0,0,-2.52912514521797
"22587","cellular","aug","fri","nonexistent",374,2,999,0,0,-2.01477085886733
"22588","cellular","aug","fri","nonexistent",117,2,999,0,0,-3.08947859538859
"22591","cellular","aug","fri","nonexistent",107,4,999,0,0,-3.28621637327704
"22592","cellular","aug","fri","nonexistent",72,2,999,0,0,-3.27765699283394
"22593","cellular","aug","fri","nonexistent",171,7,999,0,0,-3.25096540903898
"22596","cellular","aug","fri","nonexistent",209,1,999,0,0,-2.62729813805001
"22597","cellular","aug","fri","nonexistent",239,1,999,0,0,-2.50184587308644
"22605","cellular","aug","fri","nonexistent",50,15,999,0,0,-4.37663763599442
"22607","cellular","aug","fri","nonexistent",629,2,999,0,0,-0.94842660667698
"22610","cellular","aug","fri","nonexistent",132,2,999,0,0,-3.0267524629068
"22614","cellular","aug","fri","nonexistent",219,2,999,0,0,-2.66294089451245
"22623","cellular","aug","fri","nonexistent",527,4,999,0,0,-1.52988466378705
"22642","cellular","aug","fri","nonexistent",203,1,999,0,0,-2.65238859104272
"22644","cellular","aug","fri","nonexistent",105,1,999,0,0,-3.06219932325705
"22647","cellular","aug","fri","nonexistent",129,3,999,0,0,-3.11675786752012
"22648","cellular","aug","fri","nonexistent",661,1,999,0,0,-0.737150679265541
"22654","cellular","aug","fri","nonexistent",30,4,999,0,0,-3.60821052001687
"22656","cellular","aug","fri","nonexistent",75,7,999,0,0,-3.6524126569224
"22658","cellular","aug","fri","nonexistent",314,2,999,0,0,-2.26567538879447
"22660","cellular","aug","fri","nonexistent",436,4,999,0,0,-1.91042320084321
"22664","cellular","aug","fri","nonexistent",215,7,999,0,0,-3.06696875375907
"22669","cellular","aug","fri","nonexistent",153,4,999,0,0,-3.09385623366623
"22676","telephone","aug","fri","nonexistent",145,6,999,0,0,-4.4755278271358
"22677","cellular","aug","fri","nonexistent",246,7,999,0,0,-2.93733474663005
"22681","cellular","aug","fri","nonexistent",98,5,999,0,0,-3.40131223088307
"22683","cellular","aug","fri","nonexistent",58,3,999,0,0,-3.41366156126724
"22684","cellular","aug","fri","nonexistent",547,3,999,0,0,-1.36878964236104
"22685","cellular","aug","fri","nonexistent",132,1,999,0,0,-2.94929228478984
"22688","cellular","aug","fri","nonexistent",379,3,999,0,0,-2.07132232615703
"22689","cellular","aug","fri","nonexistent",182,1,999,0,0,-2.74020517651722
"22691","cellular","aug","fri","nonexistent",177,1,999,0,0,-2.76111388734448
"22692","cellular","aug","fri","nonexistent",90,3,999,0,0,-3.27984581197276
"22696","cellular","aug","fri","nonexistent",82,5,999,0,0,-3.46822010553031
"22698","cellular","aug","fri","nonexistent",160,1,999,0,0,-2.83220350415717
"22712","cellular","aug","fri","nonexistent",155,5,999,0,0,-3.16295292745229
"22713","cellular","aug","fri","nonexistent",176,4,999,0,0,-2.99767616386082
"22717","cellular","aug","fri","nonexistent",208,1,999,0,0,-2.63147988021546
"22718","cellular","aug","fri","nonexistent",138,1,999,0,0,-2.92420183179712
"22721","cellular","aug","fri","nonexistent",311,1,999,0,0,-2.20076043717387
"22723","cellular","aug","mon","nonexistent",116,5,999,0,0,-3.50262618409282
"22727","cellular","aug","mon","nonexistent",626,2,999,0,1,-1.13755714536123
"22731","cellular","aug","mon","nonexistent",109,3,999,0,0,-3.37697802301706
"22733","cellular","aug","mon","nonexistent",540,3,999,0,0,-1.57464714970709
"22734","cellular","aug","mon","nonexistent",122,2,999,0,0,-3.24515519674922
"22749","cellular","aug","mon","nonexistent",472,7,999,0,0,-2.16884632942571
"22750","cellular","aug","mon","nonexistent",205,8,999,0,0,-3.36283166571845
"22751","cellular","aug","mon","nonexistent",63,3,999,0,0,-3.56933816262787
"22755","cellular","aug","mon","nonexistent",50,10,999,0,0,-4.16592205759749
"22757","cellular","aug","mon","nonexistent",129,3,999,0,0,-3.29334317970801
"22758","cellular","aug","mon","nonexistent",66,5,999,0,0,-3.71171329236544
"22763","cellular","aug","mon","nonexistent",112,2,999,0,0,-3.28697261840374
"22779","cellular","aug","mon","nonexistent",136,10,999,0,0,-3.80629223136859
"22788","cellular","aug","mon","nonexistent",93,3,999,0,0,-3.4438858976643
"22789","cellular","aug","mon","nonexistent",160,3,999,0,0,-3.16370917257899
"22793","cellular","aug","mon","nonexistent",101,2,999,0,0,-3.33297178222372
"22799","cellular","aug","mon","nonexistent",123,3,999,0,0,-3.31843363270073
"22802","cellular","aug","mon","nonexistent",26,2,999,0,0,-3.64660244463264
"22804","cellular","aug","mon","nonexistent",342,3,999,0,0,-2.40263209846666
"22812","cellular","aug","mon","nonexistent",110,3,999,0,0,-3.37279628085161
"22821","cellular","aug","mon","nonexistent",343,2,999,0,0,-2.32099017818425
"22824","cellular","aug","mon","nonexistent",72,2,999,0,0,-3.45424230502183
"22829","cellular","aug","mon","nonexistent",157,2,999,0,0,-3.09879422095838
"22831","cellular","aug","mon","nonexistent",115,3,999,0,0,-3.35188757002435
"22834","cellular","aug","mon","nonexistent",72,2,999,0,0,-3.45424230502183
"22838","cellular","aug","mon","nonexistent",90,2,999,0,0,-3.37897094604369
"22840","cellular","aug","mon","nonexistent",159,1,999,0,0,-3.01297055851052
"22844","cellular","aug","mon","nonexistent",248,1,999,0,0,-2.64079550578526
"22851","cellular","aug","mon","nonexistent",324,2,999,0,0,-2.40044327932784
"22859","cellular","aug","mon","nonexistent",42,3,999,0,0,-3.65715474810237
"22861","cellular","aug","mon","nonexistent",74,4,999,0,0,-3.60079917692486
"22868","cellular","aug","mon","nonexistent",728,2,999,0,0,-0.711019444485088
"22870","cellular","aug","mon","nonexistent",262,3,999,0,0,-2.73717147170285
"22872","cellular","aug","mon","nonexistent",9,6,999,0,0,-4.02753277391319
"22881","cellular","aug","mon","nonexistent",69,2,999,0,0,-3.46678753151819
"22885","cellular","aug","mon","nonexistent",205,3,999,0,0,-2.97553077513363
"22890","cellular","aug","mon","nonexistent",256,6,999,0,0,-2.99464245904645
"22895","cellular","aug","mon","nonexistent",232,5,999,0,0,-3.01754409290035
"22899","cellular","aug","mon","nonexistent",454,2,999,0,0,-1.85681679781903
"22909","cellular","aug","mon","nonexistent",304,4,999,0,0,-2.63899847887081
"22912","cellular","aug","mon","nonexistent",53,3,999,0,0,-3.61115558428239
"22913","cellular","aug","mon","nonexistent",323,2,999,0,0,-2.40462502149329
"22919","cellular","aug","mon","nonexistent",454,3,999,0,0,-1.934276975936
"22920","cellular","aug","mon","nonexistent",171,4,999,0,0,-3.19517018687598
"22921","cellular","aug","mon","nonexistent",134,5,999,0,0,-3.42735482511468
"22922","cellular","aug","mon","nonexistent",265,3,999,0,0,-2.72462624520649
"22925","telephone","aug","mon","nonexistent",41,9,999,0,0,-5.31939485888163
"22929","cellular","aug","mon","nonexistent",89,2,999,0,0,-3.38315268820914
"22932","cellular","aug","mon","nonexistent",99,2,999,0,0,-3.34133526655462
"22935","cellular","aug","mon","nonexistent",93,4,999,0,0,-3.52134607578126
"22936","cellular","aug","mon","nonexistent",153,2,999,0,0,-3.11552118962019
"22945","cellular","aug","mon","nonexistent",163,2,999,0,0,-3.07370376796567
"22954","cellular","aug","mon","nonexistent",342,4,999,0,0,-2.48009227658362
"22958","cellular","aug","mon","nonexistent",378,3,999,0,0,-2.25208938051038
"22965","cellular","aug","mon","nonexistent",714,5,999,0,1,-1.00194436915231
"22966","cellular","aug","mon","nonexistent",43,3,999,0,0,-3.65297300593692
"22968","cellular","aug","mon","nonexistent",67,3,999,0,0,-3.55261119396606
"22969","cellular","aug","mon","nonexistent",36,3,999,0,0,-3.68224520109508
"22976","cellular","aug","mon","nonexistent",202,5,999,0,0,-3.14299635786392
"22978","cellular","aug","mon","nonexistent",226,5,999,0,0,-3.04263454589306
"22987","cellular","aug","mon","nonexistent",358,3,999,0,0,-2.33572422381942
"22991","cellular","aug","mon","nonexistent",45,8,999,0,0,-4.03191041219083
"23006","cellular","aug","tue","nonexistent",179,11,999,0,0,-3.47087852187733
"23010","cellular","aug","tue","nonexistent",23,14,999,0,0,-4.35561083403878
"23020","cellular","aug","tue","nonexistent",731,7,999,0,1,-0.852716134079771
"23022","cellular","aug","tue","nonexistent",479,4,999,0,0,-1.67413462542287
"23023","cellular","aug","tue","nonexistent",254,3,999,0,0,-2.53756643453269
"23028","cellular","aug","tue","nonexistent",102,5,999,0,0,-3.32811159991538
"23030","cellular","aug","tue","nonexistent",73,2,999,0,0,-3.2170015883626
"23031","cellular","aug","tue","nonexistent",109,8,999,0,0,-3.5312199391081
"23033","cellular","aug","tue","nonexistent",388,4,999,0,1,-2.05467316247904
"23042","cellular","aug","tue","nonexistent",94,10,999,0,0,-3.74886642782381
"23045","cellular","aug","tue","nonexistent",276,5,999,0,0,-2.60048846312667
"23049","cellular","aug","tue","nonexistent",102,1,999,0,0,-3.01827088744752
"23051","cellular","aug","tue","nonexistent",106,5,999,0,0,-3.31138463125357
"23052","cellular","aug","tue","nonexistent",108,5,999,0,0,-3.30302114692266
"23057","cellular","aug","tue","nonexistent",169,1,999,0,0,-2.73809416236221
"23060","cellular","aug","tue","nonexistent",217,1,999,0,0,-2.5373705384205
"23061","cellular","aug","tue","nonexistent",196,1,999,0,0,-2.625187123895
"23064","cellular","aug","tue","nonexistent",634,1,999,0,0,-0.793584055426869
"23072","cellular","aug","tue","nonexistent",76,1,999,0,0,-3.12699618374928
"23073","cellular","aug","tue","nonexistent",64,1,999,0,0,-3.17717708973471
"23077","cellular","aug","tue","nonexistent",14,8,999,0,0,-3.92848544482607
"23079","cellular","aug","tue","nonexistent",748,2,999,0,0,-0.394325626682264
"23083","cellular","aug","tue","nonexistent",176,1,999,0,0,-2.70882196720405
"23089","cellular","aug","tue","nonexistent",82,3,999,0,0,-3.2568260869905
"23098","cellular","aug","tue","nonexistent",142,1,999,0,0,-2.85100120082943
"23116","cellular","aug","tue","nonexistent",460,5,999,0,0,-1.83104790468343
"23119","cellular","aug","tue","nonexistent",73,9,999,0,0,-3.75922283518135
"23121","cellular","aug","tue","nonexistent",139,2,999,0,0,-2.94100660544275
"23125","cellular","aug","tue","nonexistent",80,2,999,0,0,-3.18772939320444
"23127","cellular","aug","tue","nonexistent",43,1,999,0,0,-3.26499367520921
"23143","cellular","aug","tue","nonexistent",249,1,999,0,0,-2.40355478912603
"23153","cellular","aug","tue","nonexistent",194,5,999,0,0,-2.94339132069376
"23154","cellular","aug","tue","nonexistent",124,2,999,0,0,-3.00373273792453
"23155","cellular","aug","tue","nonexistent",41,7,999,0,0,-3.7381182282419
"23156","cellular","aug","tue","nonexistent",31,6,999,0,0,-3.70247547177946
"23158","cellular","aug","tue","nonexistent",301,3,999,0,0,-2.34102455275643
"23169","cellular","aug","tue","nonexistent",520,2,999,0,0,-1.3477628404054
"23171","cellular","aug","tue","nonexistent",96,2,999,0,0,-3.1208215185572
"23172","cellular","aug","tue","nonexistent",66,2,999,0,0,-3.24627378352077
"23186","cellular","aug","tue","nonexistent",30,14,999,0,0,-4.32633863888062
"23187","cellular","aug","tue","nonexistent",59,6,999,0,0,-3.58538669114679
"23189","cellular","aug","tue","nonexistent",140,3,999,0,0,-3.01428504139426
"23193","cellular","aug","tue","nonexistent",11,8,999,0,0,-3.94103067132243
"23198","cellular","aug","tue","nonexistent",264,19,999,0,0,-3.73511186274958
"23200","cellular","aug","tue","nonexistent",435,5,999,0,0,-1.93559145881974
"23207","cellular","aug","tue","nonexistent",277,2,999,0,0,-2.36392618661032
"23216","cellular","aug","tue","nonexistent",454,2,999,0,0,-1.62375782332526
"23218","cellular","aug","tue","nonexistent",183,3,999,0,0,-2.83447012827981
"23220","cellular","aug","tue","nonexistent",384,4,999,0,0,-2.07140013114085
"23227","cellular","aug","tue","nonexistent",98,5,999,0,0,-3.34483856857719
"23230","cellular","aug","tue","nonexistent",84,5,999,0,0,-3.40338295889352
"23231","cellular","aug","tue","nonexistent",369,4,999,0,0,-2.13412626362263
"23236","cellular","aug","tue","nonexistent",556,6,999,0,1,-1.50706083491697
"23241","cellular","aug","tue","nonexistent",240,4,999,0,0,-2.67357100296599
"23242","cellular","aug","tue","nonexistent",59,5,999,0,0,-3.50792651302983
"23245","telephone","aug","tue","nonexistent",361,10,999,0,0,-3.82563856956006
"23246","cellular","aug","tue","nonexistent",99,5,999,0,0,-3.34065682641173
"23250","cellular","aug","wed","nonexistent",52,2,999,0,0,-3.29556352501738
"23251","cellular","aug","wed","nonexistent",157,2,999,0,0,-2.85648059764488
"23254","cellular","aug","wed","nonexistent",108,4,999,0,0,-3.21630631998597
"23257","cellular","aug","wed","nonexistent",128,6,999,0,0,-3.28759183291085
"23258","cellular","aug","wed","nonexistent",581,4,999,0,1,-1.23834227572701
"23268","cellular","aug","wed","nonexistent",1033,3,999,0,1,0.729265361174421
"23269","cellular","aug","wed","nonexistent",503,8,999,0,0,-1.87435887710014
"23279","cellular","aug","wed","nonexistent",97,7,999,0,0,-3.49468601815684
"23284","cellular","aug","wed","nonexistent",136,6,999,0,0,-3.25413789558723
"23286","cellular","aug","wed","nonexistent",360,4,999,0,0,-2.16250729429198
"23289","cellular","aug","wed","nonexistent",156,4,999,0,0,-3.01558269604426
"23290","cellular","aug","wed","nonexistent",199,2,999,0,0,-2.68084742669588
"23292","cellular","aug","wed","nonexistent",181,2,999,0,0,-2.75611878567402
"23296","cellular","aug","wed","nonexistent",519,9,999,0,1,-1.88491118056987
"23298","cellular","aug","wed","nonexistent",243,1,999,0,0,-2.41939059329901
"23299","cellular","aug","wed","nonexistent",203,1,999,0,0,-2.58666027991711
"23306","cellular","aug","wed","nonexistent",512,5,999,0,1,-1.60434266326018
"23313","cellular","aug","wed","nonexistent",78,4,999,0,0,-3.34175858494954
"23316","cellular","aug","wed","nonexistent",352,1,999,0,0,-1.96358069726471
"23322","cellular","aug","wed","nonexistent",91,1,999,0,0,-3.05501540244777
"23327","cellular","aug","wed","nonexistent",109,1,999,0,0,-2.97974404346963
"23343","cellular","aug","wed","nonexistent",590,2,999,0,0,-1.04578624000401
"23352","cellular","aug","wed","nonexistent",116,5,999,0,0,-3.26031256077932
"23360","cellular","aug","wed","nonexistent",49,2,999,0,0,-3.30810875151373
