contact,month,day_of_week,poutcome,duration,campaign,pdays,previous,y
cellular,aug,fri,nonexistent,193,1,999,0,0
cellular,aug,fri,nonexistent,129,5,999,0,0
cellular,aug,fri,nonexistent,502,1,999,0,0
cellular,aug,fri,nonexistent,49,1,999,0,0
cellular,aug,fri,nonexistent,126,1,999,0,0
cellular,aug,fri,nonexistent,31,1,999,0,0
cellular,aug,fri,nonexistent,155,1,999,0,0
cellular,aug,fri,nonexistent,93,1,999,0,0
cellular,aug,fri,nonexistent,85,6,999,0,0
cellular,aug,fri,nonexistent,215,1,999,0,0
cellular,aug,fri,nonexistent,75,1,999,0,0
cellular,aug,fri,nonexistent,118,1,999,0,0
cellular,aug,fri,nonexistent,191,1,999,0,0
cellular,aug,fri,nonexistent,111,1,999,0,0
cellular,aug,fri,nonexistent,87,1,999,0,0
cellular,aug,fri,nonexistent,102,2,999,0,0
cellular,aug,fri,nonexistent,261,1,999,0,0
cellular,aug,fri,nonexistent,150,2,999,0,0
cellular,aug,fri,nonexistent,258,1,999,0,0
cellular,aug,fri,nonexistent,241,4,999,0,0
cellular,aug,fri,nonexistent,94,1,999,0,0
cellular,aug,fri,nonexistent,109,2,999,0,0
cellular,aug,fri,nonexistent,97,2,999,0,0
cellular,aug,fri,nonexistent,994,1,999,0,1
cellular,aug,fri,nonexistent,257,1,999,0,0
cellular,aug,fri,nonexistent,175,1,999,0,0
cellular,aug,fri,nonexistent,112,1,999,0,0
cellular,aug,fri,nonexistent,75,1,999,0,0
cellular,aug,fri,nonexistent,172,1,999,0,0
cellular,aug,fri,nonexistent,41,1,999,0,0
cellular,aug,fri,nonexistent,169,2,999,0,0
cellular,aug,fri,nonexistent,198,1,999,0,0
cellular,aug,fri,nonexistent,151,2,999,0,0
cellular,aug,fri,nonexistent,507,2,999,0,1
cellular,aug,fri,nonexistent,197,1,999,0,0
cellular,aug,fri,nonexistent,130,2,999,0,0
cellular,aug,fri,nonexistent,84,2,999,0,0
cellular,aug,fri,nonexistent,118,5,999,0,0
cellular,aug,fri,nonexistent,257,3,999,0,0
cellular,aug,fri,nonexistent,784,1,999,0,1
cellular,aug,fri,nonexistent,89,2,999,0,0
cellular,aug,fri,nonexistent,172,5,999,0,0
cellular,aug,fri,nonexistent,151,1,999,0,0
cellular,aug,fri,nonexistent,183,1,999,0,0
cellular,aug,fri,nonexistent,80,1,999,0,0
cellular,aug,fri,nonexistent,80,1,999,0,0
cellular,aug,fri,nonexistent,45,1,999,0,0
cellular,aug,fri,nonexistent,249,1,999,0,0
cellular,aug,fri,nonexistent,472,1,999,0,0
cellular,aug,fri,nonexistent,150,1,999,0,0
cellular,aug,fri,nonexistent,111,1,999,0,0
cellular,aug,fri,nonexistent,298,1,999,0,0
cellular,aug,fri,nonexistent,31,1,999,0,0
cellular,aug,fri,nonexistent,353,1,999,0,0
cellular,aug,fri,nonexistent,201,1,999,0,0
cellular,aug,fri,nonexistent,104,1,999,0,0
cellular,aug,fri,nonexistent,74,2,999,0,0
cellular,aug,fri,nonexistent,75,1,999,0,0
cellular,aug,fri,nonexistent,189,1,999,0,0
cellular,aug,fri,nonexistent,385,1,999,0,0
cellular,aug,fri,nonexistent,233,1,999,0,0
cellular,aug,fri,nonexistent,124,2,999,0,0
cellular,aug,fri,nonexistent,86,3,999,0,0
cellular,aug,fri,nonexistent,95,1,999,0,0
cellular,aug,fri,nonexistent,34,1,999,0,0
cellular,aug,fri,nonexistent,324,1,999,0,0
cellular,aug,fri,nonexistent,88,1,999,0,0
cellular,aug,fri,nonexistent,156,1,999,0,0
cellular,aug,fri,nonexistent,124,1,999,0,0
cellular,aug,fri,nonexistent,163,1,999,0,0
cellular,aug,fri,nonexistent,235,1,999,0,0
cellular,aug,fri,nonexistent,254,2,999,0,0
cellular,aug,fri,nonexistent,316,1,999,0,0
cellular,aug,fri,nonexistent,151,1,999,0,0
cellular,aug,fri,nonexistent,109,1,999,0,0
cellular,aug,fri,nonexistent,809,1,999,0,1
cellular,aug,fri,nonexistent,138,1,999,0,0
cellular,aug,fri,nonexistent,112,1,999,0,0
cellular,aug,fri,nonexistent,94,1,999,0,0
cellular,aug,fri,nonexistent,70,1,999,0,0
cellular,aug,fri,nonexistent,49,3,999,0,0
cellular,aug,fri,nonexistent,523,1,999,0,1
cellular,aug,fri,nonexistent,108,1,999,0,0
cellular,aug,fri,nonexistent,321,1,999,0,0
cellular,aug,fri,nonexistent,224,1,999,0,0
cellular,aug,fri,nonexistent,309,1,999,0,0
cellular,aug,fri,nonexistent,177,1,999,0,0
cellular,aug,fri,nonexistent,109,1,999,0,0
cellular,aug,fri,nonexistent,348,1,999,0,0
cellular,aug,fri,nonexistent,433,1,999,0,0
cellular,aug,fri,nonexistent,124,1,999,0,0
cellular,aug,fri,nonexistent,167,1,999,0,0
cellular,aug,fri,nonexistent,248,1,999,0,0
cellular,aug,fri,nonexistent,103,5,999,0,0
cellular,aug,fri,nonexistent,417,1,999,0,0
cellular,aug,fri,nonexistent,111,1,999,0,0
cellular,aug,fri,nonexistent,200,2,999,0,0
cellular,aug,fri,nonexistent,189,1,999,0,0
cellular,aug,fri,nonexistent,201,1,999,0,0
cellular,aug,fri,nonexistent,50,1,999,0,0
cellular,aug,fri,nonexistent,107,1,999,0,0
cellular,aug,fri,nonexistent,192,1,999,0,0
cellular,aug,fri,nonexistent,521,2,999,0,0
cellular,aug,fri,nonexistent,253,1,999,0,0
cellular,aug,fri,nonexistent,172,1,999,0,0
cellular,aug,fri,nonexistent,63,2,999,0,0
cellular,aug,fri,nonexistent,73,4,999,0,0
cellular,aug,fri,nonexistent,419,1,999,0,1
cellular,aug,fri,nonexistent,118,1,999,0,0
cellular,aug,fri,nonexistent,169,1,999,0,0
cellular,aug,fri,nonexistent,142,2,999,0,0
cellular,aug,fri,nonexistent,385,1,999,0,0
cellular,aug,fri,nonexistent,215,2,999,0,0
cellular,aug,fri,nonexistent,100,5,999,0,0
cellular,aug,fri,nonexistent,117,2,999,0,0
cellular,aug,fri,nonexistent,629,2,999,0,0
cellular,aug,fri,nonexistent,82,7,999,0,0
cellular,aug,fri,nonexistent,133,2,999,0,0
cellular,aug,fri,nonexistent,876,2,999,0,0
cellular,aug,fri,nonexistent,61,3,999,0,0
cellular,aug,fri,nonexistent,125,1,999,0,0
cellular,aug,fri,nonexistent,81,1,999,0,0
cellular,aug,fri,nonexistent,236,1,999,0,0
cellular,aug,fri,nonexistent,194,2,999,0,0
cellular,aug,fri,nonexistent,229,1,999,0,0
cellular,aug,fri,nonexistent,445,1,999,0,0
cellular,aug,fri,nonexistent,148,5,999,0,0
cellular,aug,fri,nonexistent,140,2,999,0,0
cellular,aug,fri,nonexistent,129,2,999,0,0
cellular,aug,fri,nonexistent,124,2,999,0,0
cellular,aug,fri,nonexistent,131,1,999,0,0
telephone,aug,fri,nonexistent,91,1,999,0,0
cellular,aug,fri,nonexistent,362,2,999,0,0
cellular,aug,fri,nonexistent,16,5,999,0,0
cellular,aug,fri,nonexistent,108,1,999,0,0
cellular,aug,fri,nonexistent,176,2,999,0,0
cellular,aug,fri,nonexistent,51,1,999,0,0
cellular,aug,fri,nonexistent,310,3,999,0,0
cellular,aug,fri,nonexistent,153,6,999,0,0
cellular,aug,fri,nonexistent,780,2,999,0,1
cellular,aug,fri,nonexistent,66,4,999,0,0
telephone,aug,fri,nonexistent,46,2,999,0,0
cellular,aug,fri,nonexistent,155,2,999,0,0
cellular,aug,fri,nonexistent,185,2,999,0,0
cellular,aug,fri,nonexistent,255,1,999,0,0
cellular,aug,fri,nonexistent,459,1,999,0,1
cellular,aug,fri,nonexistent,153,5,999,0,0
cellular,aug,fri,nonexistent,87,1,999,0,0
cellular,aug,fri,nonexistent,62,1,999,0,0
cellular,aug,fri,nonexistent,71,1,999,0,0
cellular,aug,fri,nonexistent,147,1,999,0,0
cellular,aug,fri,nonexistent,97,2,999,0,0
cellular,aug,fri,nonexistent,335,3,999,0,0
cellular,aug,fri,nonexistent,100,1,999,0,0
cellular,aug,fri,nonexistent,119,3,999,0,0
cellular,aug,fri,nonexistent,116,1,999,0,0
cellular,aug,fri,nonexistent,178,3,999,0,0
cellular,aug,fri,nonexistent,156,4,999,0,0
cellular,aug,fri,nonexistent,173,7,999,0,0
cellular,aug,fri,nonexistent,74,3,999,0,0
cellular,aug,fri,nonexistent,79,3,999,0,0
cellular,aug,fri,nonexistent,193,1,999,0,0
cellular,aug,fri,nonexistent,93,1,999,0,0
cellular,aug,fri,nonexistent,1000,1,999,0,1
cellular,aug,fri,nonexistent,494,1,999,0,0
cellular,aug,fri,nonexistent,172,7,999,0,0
cellular,aug,fri,nonexistent,273,5,999,0,0
cellular,aug,fri,nonexistent,519,1,999,0,1
cellular,aug,fri,nonexistent,167,1,999,0,0
cellular,aug,fri,nonexistent,88,1,999,0,0
cellular,aug,fri,nonexistent,191,1,999,0,0
cellular,aug,fri,nonexistent,63,2,999,0,0
cellular,aug,fri,nonexistent,204,1,999,0,0
cellular,aug,fri,nonexistent,127,3,999,0,0
cellular,aug,fri,nonexistent,83,1,999,0,0
cellular,aug,fri,nonexistent,136,1,999,0,0
cellular,aug,fri,nonexistent,52,3,999,0,0
cellular,aug,fri,nonexistent,448,5,999,0,0
cellular,aug,fri,nonexistent,528,1,999,0,0
cellular,aug,fri,nonexistent,140,3,999,0,0
cellular,aug,fri,nonexistent,733,3,999,0,1
cellular,aug,fri,nonexistent,88,3,999,0,0
cellular,aug,fri,nonexistent,580,3,999,0,1
cellular,aug,fri,nonexistent,93,1,999,0,0
cellular,aug,fri,nonexistent,80,1,999,0,0
cellular,aug,fri,nonexistent,72,4,999,0,0
cellular,aug,fri,nonexistent,258,3,999,0,0
cellular,aug,fri,nonexistent,848,1,999,0,1
cellular,aug,fri,nonexistent,173,3,999,0,0
cellular,aug,fri,nonexistent,406,3,999,0,0
cellular,aug,fri,nonexistent,229,4,999,0,0
cellular,aug,fri,nonexistent,604,4,999,0,0
cellular,aug,fri,nonexistent,1242,3,999,0,1
cellular,aug,fri,nonexistent,899,2,999,0,0
cellular,aug,fri,nonexistent,889,2,999,0,0
cellular,aug,fri,nonexistent,420,4,999,0,0
cellular,aug,fri,nonexistent,515,3,999,0,0
cellular,aug,fri,nonexistent,79,3,999,0,0
cellular,aug,fri,nonexistent,71,8,999,0,0
cellular,aug,fri,nonexistent,27,6,999,0,0
cellular,aug,fri,nonexistent,358,3,999,0,0
cellular,aug,fri,nonexistent,498,6,999,0,0
cellular,aug,fri,nonexistent,114,3,999,0,0
cellular,aug,fri,nonexistent,327,3,999,0,0
cellular,aug,fri,nonexistent,179,3,999,0,0
cellular,aug,fri,nonexistent,306,3,999,0,0
cellular,aug,fri,nonexistent,189,3,999,0,0
cellular,aug,fri,nonexistent,455,4,999,0,0
cellular,aug,fri,nonexistent,390,2,999,0,0
cellular,aug,fri,nonexistent,209,3,999,0,0
cellular,aug,fri,nonexistent,231,3,999,0,0
cellular,aug,fri,nonexistent,922,7,999,0,1
cellular,aug,fri,nonexistent,1206,4,999,0,1
cellular,aug,fri,nonexistent,219,2,999,0,0
cellular,aug,fri,nonexistent,424,4,999,0,0
cellular,aug,fri,nonexistent,188,5,999,0,0
cellular,aug,fri,nonexistent,492,3,999,0,0
cellular,aug,fri,nonexistent,174,3,999,0,0
cellular,aug,fri,nonexistent,453,3,999,0,0
cellular,aug,fri,nonexistent,59,3,999,0,0
cellular,aug,fri,nonexistent,263,5,999,0,0
cellular,aug,fri,nonexistent,57,3,999,0,0
cellular,aug,fri,nonexistent,329,2,999,0,0
cellular,aug,fri,nonexistent,166,3,999,0,0
cellular,aug,fri,nonexistent,72,3,999,0,0
cellular,aug,fri,nonexistent,334,4,999,0,0
cellular,aug,fri,nonexistent,108,4,999,0,0
cellular,aug,fri,nonexistent,1567,3,999,0,0
cellular,aug,fri,nonexistent,765,3,999,0,0
cellular,aug,fri,nonexistent,89,2,999,0,0
cellular,aug,fri,nonexistent,170,3,999,0,0
cellular,aug,fri,nonexistent,314,3,999,0,0
cellular,aug,fri,nonexistent,14,5,999,0,0
cellular,aug,fri,nonexistent,148,3,999,0,0
cellular,aug,fri,nonexistent,116,2,999,0,0
cellular,aug,fri,nonexistent,17,7,999,0,0
cellular,aug,fri,nonexistent,293,3,999,0,0
cellular,aug,fri,nonexistent,445,3,999,0,0
cellular,aug,fri,nonexistent,262,4,999,0,0
cellular,aug,fri,nonexistent,45,3,999,0,0
cellular,aug,mon,nonexistent,120,2,999,0,0
cellular,aug,mon,nonexistent,46,3,999,0,0
cellular,aug,mon,nonexistent,343,2,999,0,0
telephone,aug,mon,nonexistent,697,5,999,0,0
cellular,aug,mon,nonexistent,67,6,999,0,0
cellular,aug,mon,nonexistent,171,2,999,0,0
cellular,aug,mon,nonexistent,57,4,999,0,0
cellular,aug,mon,nonexistent,326,3,999,0,0
cellular,aug,mon,nonexistent,70,3,999,0,0
cellular,aug,mon,nonexistent,716,2,999,0,1
cellular,aug,mon,nonexistent,67,2,999,0,0
cellular,aug,mon,nonexistent,209,2,999,0,0
cellular,aug,mon,nonexistent,367,2,999,0,0
cellular,aug,mon,nonexistent,255,2,999,0,0
cellular,aug,mon,nonexistent,258,3,999,0,0
cellular,aug,mon,nonexistent,72,1,999,0,0
cellular,aug,mon,nonexistent,99,1,999,0,0
cellular,aug,mon,nonexistent,92,2,999,0,0
cellular,aug,mon,nonexistent,177,3,999,0,0
cellular,aug,mon,nonexistent,413,1,999,0,0
cellular,aug,mon,nonexistent,144,1,999,0,0
telephone,aug,mon,nonexistent,144,2,999,0,0
cellular,aug,mon,nonexistent,102,2,999,0,0
cellular,aug,mon,nonexistent,155,2,999,0,0
cellular,aug,mon,nonexistent,145,1,999,0,0
cellular,aug,mon,nonexistent,77,2,999,0,0
cellular,aug,mon,nonexistent,210,1,999,0,0
cellular,aug,mon,nonexistent,106,2,999,0,0
cellular,aug,mon,nonexistent,105,1,999,0,0
cellular,aug,mon,nonexistent,98,1,999,0,0
cellular,aug,mon,nonexistent,588,1,999,0,0
cellular,aug,mon,nonexistent,73,1,999,0,0
cellular,aug,mon,nonexistent,106,1,999,0,0
cellular,aug,mon,nonexistent,104,1,999,0,0
cellular,aug,mon,nonexistent,73,1,999,0,0
cellular,aug,mon,nonexistent,111,1,999,0,0
cellular,aug,mon,nonexistent,303,1,999,0,0
cellular,aug,mon,nonexistent,39,1,999,0,0
cellular,aug,mon,nonexistent,86,1,999,0,0
cellular,aug,mon,nonexistent,217,1,999,0,0
cellular,aug,mon,nonexistent,55,1,999,0,0
cellular,aug,mon,nonexistent,72,2,999,0,0
cellular,aug,mon,nonexistent,97,1,999,0,0
cellular,aug,mon,nonexistent,667,1,999,0,0
cellular,aug,mon,nonexistent,347,1,999,0,0
cellular,aug,mon,nonexistent,33,1,999,0,0
cellular,aug,mon,nonexistent,212,1,999,0,0
cellular,aug,mon,nonexistent,165,2,999,0,0
cellular,aug,mon,nonexistent,382,1,999,0,0
cellular,aug,mon,nonexistent,226,1,999,0,0
cellular,aug,mon,nonexistent,47,2,999,0,0
cellular,aug,mon,nonexistent,103,2,999,0,0
cellular,aug,mon,nonexistent,147,1,999,0,0
cellular,aug,mon,nonexistent,386,2,999,0,1
cellular,aug,mon,nonexistent,45,1,999,0,0
cellular,aug,mon,nonexistent,121,1,999,0,0
cellular,aug,mon,nonexistent,116,1,999,0,0
cellular,aug,mon,nonexistent,126,1,999,0,0
cellular,aug,mon,nonexistent,607,1,999,0,0
cellular,aug,mon,nonexistent,269,1,999,0,0
cellular,aug,mon,nonexistent,505,3,999,0,0
cellular,aug,mon,nonexistent,82,1,999,0,0
cellular,aug,mon,nonexistent,71,1,999,0,0
cellular,aug,mon,nonexistent,218,1,999,0,0
cellular,aug,mon,nonexistent,758,2,999,0,1
cellular,aug,mon,nonexistent,270,1,999,0,0
cellular,aug,mon,nonexistent,187,1,999,0,0
cellular,aug,mon,nonexistent,565,1,999,0,0
cellular,aug,mon,nonexistent,226,1,999,0,0
cellular,aug,mon,nonexistent,172,2,999,0,0
cellular,aug,mon,nonexistent,72,1,999,0,0
cellular,aug,mon,nonexistent,164,1,999,0,0
cellular,aug,mon,nonexistent,55,1,999,0,0
cellular,aug,mon,nonexistent,69,1,999,0,0
cellular,aug,mon,nonexistent,323,1,999,0,0
cellular,aug,mon,nonexistent,123,2,999,0,0
cellular,aug,mon,nonexistent,138,2,999,0,0
cellular,aug,mon,nonexistent,243,2,999,0,0
cellular,aug,mon,nonexistent,163,1,999,0,0
cellular,aug,mon,nonexistent,166,1,999,0,0
cellular,aug,mon,nonexistent,82,1,999,0,0
cellular,aug,mon,nonexistent,102,4,999,0,0
cellular,aug,mon,nonexistent,555,1,999,0,1
cellular,aug,mon,nonexistent,179,2,999,0,0
cellular,aug,mon,nonexistent,187,1,999,0,0
cellular,aug,mon,nonexistent,123,1,999,0,0
cellular,aug,mon,nonexistent,257,1,999,0,0
cellular,aug,mon,nonexistent,155,1,999,0,0
cellular,aug,mon,nonexistent,90,2,999,0,0
cellular,aug,mon,nonexistent,275,1,999,0,0
cellular,aug,mon,nonexistent,111,5,999,0,0
cellular,aug,mon,nonexistent,99,1,999,0,0
cellular,aug,mon,nonexistent,57,1,999,0,0
cellular,aug,mon,nonexistent,101,3,999,0,0
cellular,aug,mon,nonexistent,72,2,999,0,0
cellular,aug,mon,nonexistent,104,2,999,0,0
cellular,aug,mon,nonexistent,210,2,999,0,0
cellular,aug,mon,nonexistent,384,3,999,0,1
cellular,aug,mon,nonexistent,273,1,999,0,0
cellular,aug,mon,nonexistent,70,1,999,0,0
cellular,aug,mon,nonexistent,71,1,999,0,0
cellular,aug,mon,nonexistent,97,1,999,0,0
cellular,aug,mon,nonexistent,237,1,999,0,0
cellular,aug,mon,nonexistent,116,1,999,0,0
cellular,aug,mon,nonexistent,72,2,999,0,0
cellular,aug,mon,nonexistent,170,3,999,0,0
cellular,aug,mon,nonexistent,217,1,999,0,0
cellular,aug,mon,nonexistent,169,1,999,0,0
cellular,aug,mon,nonexistent,97,1,999,0,0
cellular,aug,mon,nonexistent,79,3,999,0,0
cellular,aug,mon,nonexistent,119,1,999,0,0
cellular,aug,mon,nonexistent,86,1,999,0,0
cellular,aug,mon,nonexistent,56,2,999,0,0
cellular,aug,mon,nonexistent,149,2,999,0,0
cellular,aug,mon,nonexistent,246,1,999,0,0
cellular,aug,mon,nonexistent,155,1,999,0,0
cellular,aug,mon,nonexistent,139,1,999,0,0
cellular,aug,mon,nonexistent,160,1,999,0,0
cellular,aug,mon,nonexistent,356,1,999,0,0
cellular,aug,mon,nonexistent,135,1,999,0,0
cellular,aug,mon,nonexistent,128,1,999,0,0
cellular,aug,mon,nonexistent,135,1,999,0,0
cellular,aug,mon,nonexistent,309,1,999,0,0
cellular,aug,mon,nonexistent,250,2,999,0,0
cellular,aug,mon,nonexistent,545,1,999,0,1
cellular,aug,mon,nonexistent,316,1,999,0,0
cellular,aug,mon,nonexistent,168,1,999,0,0
cellular,aug,mon,nonexistent,230,1,999,0,0
cellular,aug,mon,nonexistent,72,1,999,0,0
cellular,aug,mon,nonexistent,204,5,999,0,0
cellular,aug,mon,nonexistent,61,1,999,0,0
cellular,aug,mon,nonexistent,52,2,999,0,0
cellular,aug,mon,nonexistent,242,1,999,0,0
cellular,aug,mon,nonexistent,194,1,999,0,0
cellular,aug,mon,nonexistent,111,1,999,0,0
cellular,aug,mon,nonexistent,90,1,999,0,0
cellular,aug,mon,nonexistent,126,2,999,0,0
cellular,aug,mon,nonexistent,317,1,999,0,0
cellular,aug,mon,nonexistent,105,1,999,0,0
cellular,aug,mon,nonexistent,228,1,999,0,0
cellular,aug,mon,nonexistent,76,1,999,0,0
cellular,aug,mon,nonexistent,149,1,999,0,0
cellular,aug,mon,nonexistent,331,1,999,0,0
cellular,aug,mon,nonexistent,86,1,999,0,0
cellular,aug,mon,nonexistent,1070,1,999,0,1
cellular,aug,mon,nonexistent,209,1,999,0,0
cellular,aug,mon,nonexistent,610,2,999,0,1
cellular,aug,mon,nonexistent,174,1,999,0,0
cellular,aug,mon,nonexistent,140,1,999,0,0
cellular,aug,mon,nonexistent,139,2,999,0,0
cellular,aug,mon,nonexistent,51,2,999,0,0
cellular,aug,mon,nonexistent,699,4,999,0,1
cellular,aug,mon,nonexistent,591,2,999,0,0
cellular,aug,mon,nonexistent,452,2,999,0,0
cellular,aug,mon,nonexistent,225,2,999,0,0
cellular,aug,mon,nonexistent,65,2,999,0,0
cellular,aug,mon,nonexistent,53,3,999,0,0
cellular,aug,mon,nonexistent,102,2,999,0,0
cellular,aug,mon,nonexistent,389,2,999,0,0
cellular,aug,mon,nonexistent,176,2,999,0,0
cellular,aug,mon,nonexistent,917,2,999,0,1
cellular,aug,mon,nonexistent,275,6,999,0,0
cellular,aug,mon,nonexistent,36,2,999,0,0
cellular,aug,mon,nonexistent,247,2,999,0,0
cellular,aug,mon,nonexistent,63,2,999,0,0
cellular,aug,mon,nonexistent,104,9,999,0,0
cellular,aug,mon,nonexistent,55,3,999,0,0
cellular,aug,mon,nonexistent,272,2,999,0,0
cellular,aug,mon,nonexistent,1099,2,999,0,0
cellular,aug,mon,nonexistent,331,5,999,0,0
cellular,aug,mon,nonexistent,79,2,999,0,0
cellular,aug,mon,nonexistent,108,2,999,0,0
cellular,aug,mon,nonexistent,83,3,999,0,0
cellular,aug,mon,nonexistent,79,3,999,0,0
cellular,aug,mon,nonexistent,177,1,999,0,0
cellular,aug,mon,nonexistent,146,1,999,0,0
cellular,aug,mon,nonexistent,104,2,999,0,0
cellular,aug,mon,nonexistent,103,3,999,0,0
cellular,aug,mon,nonexistent,145,2,999,0,0
cellular,aug,mon,nonexistent,230,2,999,0,0
cellular,aug,mon,nonexistent,289,2,999,0,0
cellular,aug,mon,nonexistent,216,1,999,0,0
cellular,aug,mon,nonexistent,189,1,999,0,0
cellular,aug,mon,nonexistent,130,3,999,0,0
cellular,aug,mon,nonexistent,744,1,999,0,1
cellular,aug,mon,nonexistent,185,1,999,0,0
cellular,aug,mon,nonexistent,608,1,999,0,1
cellular,aug,mon,nonexistent,163,1,999,0,0
cellular,aug,mon,nonexistent,214,1,999,0,0
cellular,aug,mon,nonexistent,33,1,999,0,0
cellular,aug,mon,nonexistent,105,1,999,0,0
cellular,aug,mon,nonexistent,121,1,999,0,0
telephone,aug,mon,nonexistent,80,7,999,0,0
cellular,aug,mon,nonexistent,566,1,999,0,0
cellular,aug,mon,nonexistent,468,1,999,0,0
cellular,aug,mon,nonexistent,182,1,999,0,0
cellular,aug,mon,nonexistent,317,1,999,0,0
cellular,aug,mon,nonexistent,370,2,999,0,0
cellular,aug,mon,nonexistent,120,2,999,0,0
cellular,aug,mon,nonexistent,103,1,999,0,0
cellular,aug,mon,nonexistent,63,3,999,0,0
cellular,aug,mon,nonexistent,27,10,999,0,0
cellular,aug,mon,nonexistent,69,2,999,0,0
cellular,aug,mon,nonexistent,1141,2,999,0,1
cellular,aug,mon,nonexistent,378,2,999,0,0
cellular,aug,mon,nonexistent,92,3,999,0,0
cellular,aug,mon,nonexistent,135,3,999,0,0
cellular,aug,mon,nonexistent,734,2,999,0,1
cellular,aug,mon,nonexistent,153,2,999,0,0
cellular,aug,mon,nonexistent,133,6,999,0,0
cellular,aug,mon,nonexistent,262,3,999,0,0
cellular,aug,mon,nonexistent,1238,1,999,0,1
cellular,aug,mon,nonexistent,149,2,999,0,0
cellular,aug,mon,nonexistent,382,3,999,0,0
cellular,aug,mon,nonexistent,55,3,999,0,0
cellular,aug,mon,nonexistent,383,3,999,0,0
cellular,aug,mon,nonexistent,280,3,999,0,0
telephone,aug,mon,nonexistent,93,2,999,0,0
cellular,aug,mon,nonexistent,76,5,999,0,0
cellular,aug,mon,nonexistent,121,2,999,0,0
cellular,aug,mon,nonexistent,176,2,999,0,0
cellular,aug,mon,nonexistent,187,3,999,0,0
cellular,aug,mon,nonexistent,246,3,999,0,0
cellular,aug,mon,nonexistent,107,1,999,0,0
cellular,aug,mon,nonexistent,132,1,999,0,0
cellular,aug,mon,nonexistent,109,1,999,0,0
cellular,aug,mon,nonexistent,381,4,999,0,0
cellular,aug,mon,nonexistent,445,1,999,0,0
cellular,aug,mon,nonexistent,129,1,999,0,0
cellular,aug,mon,nonexistent,71,2,999,0,0
cellular,aug,mon,nonexistent,80,7,999,0,0
cellular,aug,mon,nonexistent,720,1,999,0,1
cellular,aug,mon,nonexistent,64,1,999,0,0
cellular,aug,mon,nonexistent,173,1,999,0,0
cellular,aug,mon,nonexistent,190,1,999,0,0
cellular,aug,mon,nonexistent,90,2,999,0,0
cellular,aug,mon,nonexistent,139,7,999,0,0
cellular,aug,mon,nonexistent,549,1,999,0,0
cellular,aug,mon,nonexistent,265,3,999,0,0
cellular,aug,mon,nonexistent,61,1,999,0,0
cellular,aug,mon,nonexistent,67,1,999,0,0
cellular,aug,mon,nonexistent,126,2,999,0,0
cellular,aug,mon,nonexistent,429,6,999,0,0
cellular,aug,mon,nonexistent,117,3,999,0,0
cellular,aug,mon,nonexistent,154,3,999,0,0
cellular,aug,mon,nonexistent,77,1,999,0,0
cellular,aug,mon,nonexistent,221,3,999,0,0
cellular,aug,mon,nonexistent,148,3,999,0,0
cellular,aug,mon,nonexistent,118,3,999,0,0
cellular,aug,mon,nonexistent,80,3,999,0,0
cellular,aug,mon,nonexistent,214,5,999,0,0
cellular,aug,mon,nonexistent,248,3,999,0,0
cellular,aug,mon,nonexistent,240,5,999,0,0
cellular,aug,mon,nonexistent,385,3,999,0,0
cellular,aug,mon,nonexistent,249,5,999,0,0
cellular,aug,mon,nonexistent,104,3,999,0,0
cellular,aug,mon,nonexistent,124,6,999,0,0
cellular,aug,mon,nonexistent,117,3,999,0,0
cellular,aug,mon,nonexistent,312,3,999,0,0
cellular,aug,mon,nonexistent,271,2,999,0,0
cellular,aug,mon,nonexistent,95,5,999,0,0
cellular,aug,mon,nonexistent,157,3,999,0,0
cellular,aug,mon,nonexistent,1144,3,999,0,0
cellular,aug,mon,nonexistent,67,5,999,0,0
cellular,aug,mon,nonexistent,108,4,999,0,0
cellular,aug,mon,nonexistent,345,3,999,0,0
cellular,aug,mon,nonexistent,101,5,999,0,0
cellular,aug,mon,nonexistent,304,4,999,0,0
cellular,aug,mon,nonexistent,38,2,999,0,0
cellular,aug,mon,nonexistent,663,3,999,0,1
cellular,aug,mon,nonexistent,95,3,999,0,0
cellular,aug,mon,nonexistent,268,3,999,0,0
telephone,aug,mon,nonexistent,133,5,999,0,0
cellular,aug,mon,nonexistent,339,3,999,0,0
cellular,aug,mon,nonexistent,106,5,999,0,0
cellular,aug,mon,nonexistent,209,2,999,0,0
cellular,aug,mon,nonexistent,94,3,999,0,0
cellular,aug,mon,nonexistent,862,9,999,0,0
cellular,aug,mon,nonexistent,236,3,999,0,0
cellular,aug,mon,nonexistent,444,3,999,0,1
cellular,aug,mon,nonexistent,239,3,999,0,0
cellular,aug,mon,nonexistent,418,5,999,0,1
cellular,aug,mon,nonexistent,277,3,999,0,0
cellular,aug,mon,nonexistent,231,5,999,0,0
cellular,aug,mon,nonexistent,481,2,999,0,0
cellular,aug,mon,nonexistent,157,3,999,0,0
cellular,aug,mon,nonexistent,277,4,999,0,0
cellular,aug,mon,nonexistent,101,3,999,0,0
cellular,aug,mon,nonexistent,154,4,999,0,0
cellular,aug,mon,nonexistent,295,2,999,0,0
cellular,aug,mon,nonexistent,247,1,999,0,0
cellular,aug,mon,nonexistent,164,1,999,0,0
cellular,aug,mon,nonexistent,270,1,999,0,0
cellular,aug,mon,nonexistent,1080,3,999,0,1
cellular,aug,mon,nonexistent,159,2,999,0,0
cellular,aug,mon,nonexistent,217,1,999,0,0
